date,city,latitude,longitude,temperature_c,humidity_percent,wind_speed_mps,day_of_week,hour,is_weekend,day_of_year,pm25
18/03/2020,Raleigh,35.7796,-78.6382,17.6,89,3.3,2,0,0,78,15.2
19/03/2020,Raleigh,35.7796,-78.6382,14.25,33.9,9.2,3,0,0,79,12.84
20/03/2020,Raleigh,35.7796,-78.6382,10.35,33.6,9.8,4,0,0,80,14.84
21/03/2020,Raleigh,35.7796,-78.6382,22.34,77.5,7.3,5,0,1,81,9.08
22/03/2020,Raleigh,35.7796,-78.6382,8.15,70,9.4,6,0,1,82,12.92
23/03/2020,Raleigh,35.7796,-78.6382,27.5,41.8,3.4,0,0,0,83,17.79
24/03/2020,Raleigh,35.7796,-78.6382,23.68,60.5,8.6,1,0,0,84,12.5
25/03/2020,Raleigh,35.7796,-78.6382,22.36,55.3,0.5,2,0,0,85,14.45
26/03/2020,Raleigh,35.7796,-78.6382,21.97,68,5.3,3,0,0,86,15.94
27/03/2020,Raleigh,35.7796,-78.6382,13.63,53.2,7.1,4,0,0,87,17.7
28/03/2020,Raleigh,35.7796,-78.6382,25.92,75.2,5.6,5,0,1,88,15.72
29/03/2020,Raleigh,35.7796,-78.6382,21.43,85.6,6.1,6,0,1,89,16.72
30/03/2020,Raleigh,35.7796,-78.6382,10.7,67.5,8.8,0,0,0,90,9.93
31/03/2020,Raleigh,35.7796,-78.6382,27.51,80.1,1.2,1,0,0,91,9.1
01/04/2020,Raleigh,35.7796,-78.6382,9.93,31.7,8.2,2,0,0,92,14.36
02/04/2020,Raleigh,35.7796,-78.6382,11.91,80.7,7.7,3,0,0,93,15.29
03/04/2020,Raleigh,35.7796,-78.6382,18.97,50.8,8.1,4,0,0,94,10.35
04/04/2020,Raleigh,35.7796,-78.6382,19.65,31.4,9.2,5,0,1,95,13.65
05/04/2020,Raleigh,35.7796,-78.6382,22.03,43.9,2.5,6,0,1,96,15.76
06/04/2020,Raleigh,35.7796,-78.6382,18.16,35.3,1.5,0,0,0,97,14.81
07/04/2020,Raleigh,35.7796,-78.6382,18.27,66.1,5.7,1,0,0,98,10.69
08/04/2020,Raleigh,35.7796,-78.6382,12.2,59.2,2.6,2,0,0,99,19.12
09/04/2020,Raleigh,35.7796,-78.6382,19.53,70.3,4.9,3,0,0,100,15.51
10/04/2020,Raleigh,35.7796,-78.6382,17.42,77.6,5.7,4,0,0,101,13.69
11/04/2020,Raleigh,35.7796,-78.6382,9.47,47.2,8.7,5,0,1,102,14.62
12/04/2020,Raleigh,35.7796,-78.6382,27.25,78.3,7.9,6,0,1,103,17.52
13/04/2020,Raleigh,35.7796,-78.6382,17.93,72.3,9.8,0,0,0,104,9.88
14/04/2020,Raleigh,35.7796,-78.6382,27.36,60.4,9.4,1,0,0,105,12.04
15/04/2020,Raleigh,35.7796,-78.6382,22.95,44.8,6.3,2,0,0,106,13.07
16/04/2020,Raleigh,35.7796,-78.6382,20.43,31.5,9.8,3,0,0,107,16.42
17/04/2020,Raleigh,35.7796,-78.6382,21.49,73,5.1,4,0,0,108,19.36
18/04/2020,Raleigh,35.7796,-78.6382,16.48,71.9,5.5,5,0,1,109,11.78
19/04/2020,Raleigh,35.7796,-78.6382,18.85,80.1,9.4,6,0,1,110,10.5
20/04/2020,Raleigh,35.7796,-78.6382,18.75,81.3,4.5,0,0,0,111,15.04
21/04/2020,Raleigh,35.7796,-78.6382,22.13,46.7,1.6,1,0,0,112,13.64
22/04/2020,Raleigh,35.7796,-78.6382,8.31,87.7,5.9,2,0,0,113,10.18
23/04/2020,Raleigh,35.7796,-78.6382,9.22,32.1,3.3,3,0,0,114,17.27
24/04/2020,Raleigh,35.7796,-78.6382,23,84,2.2,4,0,0,115,16.56
25/04/2020,Raleigh,35.7796,-78.6382,26.29,43,0.6,5,0,1,116,17.96
26/04/2020,Raleigh,35.7796,-78.6382,22.9,48.3,3.4,6,0,1,117,13.87
27/04/2020,Raleigh,35.7796,-78.6382,15.42,65.6,2,0,0,0,118,16.69
28/04/2020,Raleigh,35.7796,-78.6382,16.96,64.7,3.6,1,0,0,119,15.5
29/04/2020,Raleigh,35.7796,-78.6382,16.12,50.5,7.4,2,0,0,120,13.7
30/04/2020,Raleigh,35.7796,-78.6382,17.54,68,8.4,3,0,0,121,17.38
01/05/2020,Raleigh,35.7796,-78.6382,15.38,51.9,6.1,4,0,0,122,13.4
02/05/2020,Raleigh,35.7796,-78.6382,7.91,64,6.8,5,0,1,123,14.59
03/05/2020,Raleigh,35.7796,-78.6382,10.35,51.8,1.5,6,0,1,124,12.96
04/05/2020,Raleigh,35.7796,-78.6382,15.06,72,2.9,0,0,0,125,16.02
05/05/2020,Raleigh,35.7796,-78.6382,15.62,30.7,6.7,1,0,0,126,19
06/05/2020,Raleigh,35.7796,-78.6382,18.19,71.8,0.7,2,0,0,127,16.89
07/05/2020,Raleigh,35.7796,-78.6382,12.02,53.7,0.7,3,0,0,128,18.25
08/05/2020,Raleigh,35.7796,-78.6382,16.53,49.6,6.6,4,0,0,129,17.77
09/05/2020,Raleigh,35.7796,-78.6382,17.02,33,7.1,5,0,1,130,14.27
10/05/2020,Raleigh,35.7796,-78.6382,22.74,55.5,9.9,6,0,1,131,18.99
11/05/2020,Raleigh,35.7796,-78.6382,25.38,50.3,2.8,0,0,0,132,14.81
12/05/2020,Raleigh,35.7796,-78.6382,23.17,79.6,7.9,1,0,0,133,16.26
13/05/2020,Raleigh,35.7796,-78.6382,8.14,41,8.3,2,0,0,134,14.89
14/05/2020,Raleigh,35.7796,-78.6382,21.16,43.5,4.5,3,0,0,135,12.02
15/05/2020,Raleigh,35.7796,-78.6382,10.64,38.5,5.2,4,0,0,136,15.71
16/05/2020,Raleigh,35.7796,-78.6382,17.99,76.8,5.8,5,0,1,137,9.46
17/05/2020,Raleigh,35.7796,-78.6382,12.72,37,4,6,0,1,138,18.86
18/05/2020,Raleigh,35.7796,-78.6382,18.01,87.4,4.8,0,0,0,139,18.9
19/05/2020,Raleigh,35.7796,-78.6382,21.07,47.9,7,1,0,0,140,11.51
20/05/2020,Raleigh,35.7796,-78.6382,18.57,40.1,5.3,2,0,0,141,17.39
21/05/2020,Raleigh,35.7796,-78.6382,13.78,58,9.8,3,0,0,142,13.14
22/05/2020,Raleigh,35.7796,-78.6382,21.18,44,3,4,0,0,143,17.43
23/05/2020,Raleigh,35.7796,-78.6382,15.01,68.9,4,5,0,1,144,15.45
24/05/2020,Raleigh,35.7796,-78.6382,23.9,84.7,5.1,6,0,1,145,13.43
25/05/2020,Raleigh,35.7796,-78.6382,25.5,45,8.5,0,0,0,146,9.92
26/05/2020,Raleigh,35.7796,-78.6382,20.72,78.9,8,1,0,0,147,11.83
27/05/2020,Raleigh,35.7796,-78.6382,21.28,66.8,4.9,2,0,0,148,11.56
28/05/2020,Raleigh,35.7796,-78.6382,26.04,68.8,1.4,3,0,0,149,9.77
29/05/2020,Raleigh,35.7796,-78.6382,21.86,68.3,8.2,4,0,0,150,14.88
30/05/2020,Raleigh,35.7796,-78.6382,24.73,32.2,8.3,5,0,1,151,16.53
31/05/2020,Raleigh,35.7796,-78.6382,13.36,74.1,6.1,6,0,1,152,17.03
01/06/2020,Raleigh,35.7796,-78.6382,15.13,33.1,7.6,0,0,0,153,10.84
02/06/2020,Raleigh,35.7796,-78.6382,15.28,84.9,1.9,1,0,0,154,17.07
03/06/2020,Raleigh,35.7796,-78.6382,18.5,56.6,3.5,2,0,0,155,18.02
04/06/2020,Raleigh,35.7796,-78.6382,10.01,45.4,9.3,3,0,0,156,15.09
05/06/2020,Raleigh,35.7796,-78.6382,7.66,47.3,2.3,4,0,0,157,8.46
06/06/2020,Raleigh,35.7796,-78.6382,14.51,55.9,7,5,0,1,158,8.61
07/06/2020,Raleigh,35.7796,-78.6382,20.46,39.9,9.5,6,0,1,159,15.06
08/06/2020,Raleigh,35.7796,-78.6382,25.26,33.8,1.6,0,0,0,160,15.02
09/06/2020,Raleigh,35.7796,-78.6382,17.12,68,1.3,1,0,0,161,11.44
10/06/2020,Raleigh,35.7796,-78.6382,7.11,79.9,7.5,2,0,0,162,15.55
11/06/2020,Raleigh,35.7796,-78.6382,18.1,52.7,8.3,3,0,0,163,11.42
12/06/2020,Raleigh,35.7796,-78.6382,15.81,65.6,6.8,4,0,0,164,12.49
13/06/2020,Raleigh,35.7796,-78.6382,25.62,78.2,1.8,5,0,1,165,13.84
14/06/2020,Raleigh,35.7796,-78.6382,12.72,58.7,6.1,6,0,1,166,16.82
15/06/2020,Raleigh,35.7796,-78.6382,13.15,39.6,3.5,0,0,0,167,9.04
16/06/2020,Raleigh,35.7796,-78.6382,19.39,81.6,10,1,0,0,168,14.9
17/06/2020,Raleigh,35.7796,-78.6382,8.3,57.7,5.5,2,0,0,169,10.01
18/06/2020,Raleigh,35.7796,-78.6382,16.97,36,2,3,0,0,170,10.57
19/06/2020,Raleigh,35.7796,-78.6382,26.03,50.8,1.6,4,0,0,171,10.37
20/06/2020,Raleigh,35.7796,-78.6382,10.26,86,1.3,5,0,1,172,13.51
21/06/2020,Raleigh,35.7796,-78.6382,10.59,83,7.5,6,0,1,173,14.44
22/06/2020,Raleigh,35.7796,-78.6382,15.98,56.4,6.7,0,0,0,174,13.02
23/06/2020,Raleigh,35.7796,-78.6382,15.25,45.8,3,1,0,0,175,18.1
24/06/2020,Raleigh,35.7796,-78.6382,8.49,53.4,5.9,2,0,0,176,13.69
25/06/2020,Raleigh,35.7796,-78.6382,26.46,63.6,5.7,3,0,0,177,11.78
26/06/2020,Raleigh,35.7796,-78.6382,13.87,44.1,4.1,4,0,0,178,18.15
27/06/2020,Raleigh,35.7796,-78.6382,6.64,88.9,3,5,0,1,179,14.63
28/06/2020,Raleigh,35.7796,-78.6382,22.43,73.8,9,6,0,1,180,11.32
29/06/2020,Raleigh,35.7796,-78.6382,11.18,67.5,4.7,0,0,0,181,8.57
30/06/2020,Raleigh,35.7796,-78.6382,17.4,77,3.7,1,0,0,182,10.24
01/07/2020,Raleigh,35.7796,-78.6382,20.58,38,5.9,2,0,0,183,13.98
02/07/2020,Raleigh,35.7796,-78.6382,7.31,31.3,4.1,3,0,0,184,12.82
03/07/2020,Raleigh,35.7796,-78.6382,19.57,64.5,0.8,4,0,0,185,14.4
04/07/2020,Raleigh,35.7796,-78.6382,21.81,44.4,8.3,5,0,1,186,11.23
05/07/2020,Raleigh,35.7796,-78.6382,12.85,35.3,0.7,6,0,1,187,13.17
06/07/2020,Raleigh,35.7796,-78.6382,5.96,49.4,4.7,0,0,0,188,7.1
07/07/2020,Raleigh,35.7796,-78.6382,16.15,77,3.9,1,0,0,189,13.06
08/07/2020,Raleigh,35.7796,-78.6382,15.6,66.2,0.6,2,0,0,190,12.62
09/07/2020,Raleigh,35.7796,-78.6382,5.73,54.8,1,3,0,0,191,12.63
10/07/2020,Raleigh,35.7796,-78.6382,6.82,36.2,5.9,4,0,0,192,8.81
11/07/2020,Raleigh,35.7796,-78.6382,21.12,32.8,5.9,5,0,1,193,9.88
12/07/2020,Raleigh,35.7796,-78.6382,16.86,71.8,6,6,0,1,194,7.86
13/07/2020,Raleigh,35.7796,-78.6382,22.73,30.7,3.5,0,0,0,195,11
14/07/2020,Raleigh,35.7796,-78.6382,9.7,86.8,7.7,1,0,0,196,12.09
15/07/2020,Raleigh,35.7796,-78.6382,8.67,72.9,7.8,2,0,0,197,7.52
16/07/2020,Raleigh,35.7796,-78.6382,17.45,54.7,2.2,3,0,0,198,15.5
17/07/2020,Raleigh,35.7796,-78.6382,12.92,48.9,6,4,0,0,199,12.84
18/07/2020,Raleigh,35.7796,-78.6382,5.01,73,2.7,5,0,1,200,11.13
19/07/2020,Raleigh,35.7796,-78.6382,24.41,65.5,7.2,6,0,1,201,9.88
20/07/2020,Raleigh,35.7796,-78.6382,5.06,83.8,8.7,0,0,0,202,12.7
21/07/2020,Raleigh,35.7796,-78.6382,11.34,61.3,6.4,1,0,0,203,15.72
22/07/2020,Raleigh,35.7796,-78.6382,9.37,60.6,0.6,2,0,0,204,16.92
23/07/2020,Raleigh,35.7796,-78.6382,16.39,85.6,1.7,3,0,0,205,8.54
24/07/2020,Raleigh,35.7796,-78.6382,14.84,40.3,1.5,4,0,0,206,7.34
25/07/2020,Raleigh,35.7796,-78.6382,21.1,62.7,6.4,5,0,1,207,16.25
26/07/2020,Raleigh,35.7796,-78.6382,23.16,52.6,9.7,6,0,1,208,11.14
27/07/2020,Raleigh,35.7796,-78.6382,17.5,67.4,1.7,0,0,0,209,16.78
28/07/2020,Raleigh,35.7796,-78.6382,22.03,65.2,1.2,1,0,0,210,12.85
29/07/2020,Raleigh,35.7796,-78.6382,23.42,48.3,0.6,2,0,0,211,7.25
30/07/2020,Raleigh,35.7796,-78.6382,13.53,52.3,1.8,3,0,0,212,13.23
31/07/2020,Raleigh,35.7796,-78.6382,15,69.7,6,4,0,0,213,12.86
01/08/2020,Raleigh,35.7796,-78.6382,15.06,68.5,4.9,5,0,1,214,12.62
02/08/2020,Raleigh,35.7796,-78.6382,18.23,37.6,4.8,6,0,1,215,10.05
03/08/2020,Raleigh,35.7796,-78.6382,5.33,33.1,8.7,0,0,0,216,14.56
04/08/2020,Raleigh,35.7796,-78.6382,20.1,45.4,9,1,0,0,217,7.61
05/08/2020,Raleigh,35.7796,-78.6382,16.21,84.3,7.9,2,0,0,218,10.93
06/08/2020,Raleigh,35.7796,-78.6382,19.92,80.4,8.8,3,0,0,219,8.42
07/08/2020,Raleigh,35.7796,-78.6382,4.88,32.5,6.2,4,0,0,220,12.07
08/08/2020,Raleigh,35.7796,-78.6382,4.35,47.9,5.3,5,0,1,221,6.72
09/08/2020,Raleigh,35.7796,-78.6382,15.23,53.1,8.8,6,0,1,222,10.92
10/08/2020,Raleigh,35.7796,-78.6382,6.33,60.6,8.8,0,0,0,223,10.27
11/08/2020,Raleigh,35.7796,-78.6382,17.95,40.1,3.2,1,0,0,224,11.73
12/08/2020,Raleigh,35.7796,-78.6382,10.23,55.8,5.6,2,0,0,225,9.59
13/08/2020,Raleigh,35.7796,-78.6382,22.55,57.8,6.4,3,0,0,226,11.22
14/08/2020,Raleigh,35.7796,-78.6382,18.86,65.8,5.1,4,0,0,227,6.09
15/08/2020,Raleigh,35.7796,-78.6382,13.34,38,8.4,5,0,1,228,11.18
16/08/2020,Raleigh,35.7796,-78.6382,16.53,80.4,5.4,6,0,1,229,11.58
17/08/2020,Raleigh,35.7796,-78.6382,9.68,48.1,5.1,0,0,0,230,15.31
18/08/2020,Raleigh,35.7796,-78.6382,20.12,33.9,7.6,1,0,0,231,14.24
19/08/2020,Raleigh,35.7796,-78.6382,7.41,77.5,0.7,2,0,0,232,12.99
20/08/2020,Raleigh,35.7796,-78.6382,14.28,67.3,3.1,3,0,0,233,9.99
21/08/2020,Raleigh,35.7796,-78.6382,11.46,78.8,4.4,4,0,0,234,10.2
22/08/2020,Raleigh,35.7796,-78.6382,3.82,56.4,3.1,5,0,1,235,13.12
23/08/2020,Raleigh,35.7796,-78.6382,11.41,78.3,1.1,6,0,1,236,8.73
24/08/2020,Raleigh,35.7796,-78.6382,9.24,49.6,8.3,0,0,0,237,9.74
25/08/2020,Raleigh,35.7796,-78.6382,7.58,33.9,7,1,0,0,238,12.4
26/08/2020,Raleigh,35.7796,-78.6382,20.2,75.5,4.8,2,0,0,239,7.78
27/08/2020,Raleigh,35.7796,-78.6382,18.79,57.2,4,3,0,0,240,15.56
28/08/2020,Raleigh,35.7796,-78.6382,5.07,32.9,3,4,0,0,241,9.92
29/08/2020,Raleigh,35.7796,-78.6382,16.32,42.7,3.7,5,0,1,242,6.02
30/08/2020,Raleigh,35.7796,-78.6382,17.17,72.4,4,6,0,1,243,6.55
31/08/2020,Raleigh,35.7796,-78.6382,4.21,76.7,6.5,0,0,0,244,12.53
01/09/2020,Raleigh,35.7796,-78.6382,15.97,85.8,9,1,0,0,245,11.3
02/09/2020,Raleigh,35.7796,-78.6382,10.27,60.3,3.7,2,0,0,246,9.31
03/09/2020,Raleigh,35.7796,-78.6382,4.65,78.4,6.9,3,0,0,247,14.36
04/09/2020,Raleigh,35.7796,-78.6382,9.98,36,8.5,4,0,0,248,14.32
05/09/2020,Raleigh,35.7796,-78.6382,18.38,88.4,8.5,5,0,1,249,11.08
06/09/2020,Raleigh,35.7796,-78.6382,13.04,45.4,3.1,6,0,1,250,8.53
07/09/2020,Raleigh,35.7796,-78.6382,5.87,38.2,9.9,0,0,0,251,8.82
08/09/2020,Raleigh,35.7796,-78.6382,5.82,59.9,5,1,0,0,252,14.68
09/09/2020,Raleigh,35.7796,-78.6382,8.84,44.1,8.8,2,0,0,253,9.03
10/09/2020,Raleigh,35.7796,-78.6382,14.6,35.6,2.5,3,0,0,254,7.31
11/09/2020,Raleigh,35.7796,-78.6382,21.41,60.2,3.6,4,0,0,255,14.52
12/09/2020,Raleigh,35.7796,-78.6382,12.88,69.7,7.3,5,0,1,256,8.28
13/09/2020,Raleigh,35.7796,-78.6382,10.11,64,8.5,6,0,1,257,11.72
14/09/2020,Raleigh,35.7796,-78.6382,3.3,68.5,6.4,0,0,0,258,13.02
15/09/2020,Raleigh,35.7796,-78.6382,21.45,81.4,2.9,1,0,0,259,14.27
16/09/2020,Raleigh,35.7796,-78.6382,9.98,60.2,7,2,0,0,260,7.24
17/09/2020,Raleigh,35.7796,-78.6382,18.96,34.4,9.4,3,0,0,261,11.09
18/09/2020,Raleigh,35.7796,-78.6382,17.8,38.9,4.3,4,0,0,262,10.79
19/09/2020,Raleigh,35.7796,-78.6382,21.02,86.7,5,5,0,1,263,12.71
20/09/2020,Raleigh,35.7796,-78.6382,3.21,42.2,0.5,6,0,1,264,5.87
21/09/2020,Raleigh,35.7796,-78.6382,6.95,70.8,9.8,0,0,0,265,6.09
22/09/2020,Raleigh,35.7796,-78.6382,20.38,35.3,9.9,1,0,0,266,10.58
23/09/2020,Raleigh,35.7796,-78.6382,9.14,41.9,1.1,2,0,0,267,10.2
24/09/2020,Raleigh,35.7796,-78.6382,4.49,60.6,3.8,3,0,0,268,10.92
25/09/2020,Raleigh,35.7796,-78.6382,4.16,30.1,7.6,4,0,0,269,14.16
26/09/2020,Raleigh,35.7796,-78.6382,20.61,87.8,5.3,5,0,1,270,13.35
27/09/2020,Raleigh,35.7796,-78.6382,9.42,51.4,6.9,6,0,1,271,13.3
28/09/2020,Raleigh,35.7796,-78.6382,15.67,63.7,8.8,0,0,0,272,12.4
29/09/2020,Raleigh,35.7796,-78.6382,11.92,61.8,6.2,1,0,0,273,8.8
30/09/2020,Raleigh,35.7796,-78.6382,2.74,42.7,9.9,2,0,0,274,6.73
01/10/2020,Raleigh,35.7796,-78.6382,9.82,57.2,4.7,3,0,0,275,7.26
02/10/2020,Raleigh,35.7796,-78.6382,16.85,86.6,4.6,4,0,0,276,10.17
03/10/2020,Raleigh,35.7796,-78.6382,16.55,61.4,4.6,5,0,1,277,9.76
04/10/2020,Raleigh,35.7796,-78.6382,4.98,67.7,3.1,6,0,1,278,6.38
05/10/2020,Raleigh,35.7796,-78.6382,20.51,70.7,2.4,0,0,0,279,6.17
06/10/2020,Raleigh,35.7796,-78.6382,2.13,65.7,7.3,1,0,0,280,13.11
07/10/2020,Raleigh,35.7796,-78.6382,12.7,32.1,5.3,2,0,0,281,14.01
08/10/2020,Raleigh,35.7796,-78.6382,17.28,69.4,7.3,3,0,0,282,12.78
09/10/2020,Raleigh,35.7796,-78.6382,7.9,77,8.6,4,0,0,283,6.75
10/10/2020,Raleigh,35.7796,-78.6382,16.75,63.8,8.6,5,0,1,284,8.71
11/10/2020,Raleigh,35.7796,-78.6382,20.84,75,4.1,6,0,1,285,8.67
12/10/2020,Raleigh,35.7796,-78.6382,20.3,49.8,2.2,0,0,0,286,8.54
13/10/2020,Raleigh,35.7796,-78.6382,12.36,72.1,8.4,1,0,0,287,12.03
14/10/2020,Raleigh,35.7796,-78.6382,9.44,34.8,6.1,2,0,0,288,8.12
15/10/2020,Raleigh,35.7796,-78.6382,13.91,85.1,9.7,3,0,0,289,4.8
16/10/2020,Raleigh,35.7796,-78.6382,4.1,33.9,1.2,4,0,0,290,13.49
17/10/2020,Raleigh,35.7796,-78.6382,18.56,34.5,2.2,5,0,1,291,8.25
18/10/2020,Raleigh,35.7796,-78.6382,13.8,68.4,9.5,6,0,1,292,12.03
19/10/2020,Raleigh,35.7796,-78.6382,5.3,72.9,1.2,0,0,0,293,6.89
20/10/2020,Raleigh,35.7796,-78.6382,5.33,74.9,2.1,1,0,0,294,5.35
21/10/2020,Raleigh,35.7796,-78.6382,16.51,61.4,10,2,0,0,295,14.04
22/10/2020,Raleigh,35.7796,-78.6382,11.38,57.1,9,3,0,0,296,11.96
23/10/2020,Raleigh,35.7796,-78.6382,8.11,79.4,9.7,4,0,0,297,12.31
24/10/2020,Raleigh,35.7796,-78.6382,19.22,75.3,9.8,5,0,1,298,9.3
25/10/2020,Raleigh,35.7796,-78.6382,7.24,89.8,4.8,6,0,1,299,8.68
26/10/2020,Raleigh,35.7796,-78.6382,9.79,35,4.9,0,0,0,300,14.31
27/10/2020,Raleigh,35.7796,-78.6382,15.41,84.6,2.9,1,0,0,301,11.73
28/10/2020,Raleigh,35.7796,-78.6382,21.23,89.1,0.9,2,0,0,302,10.5
29/10/2020,Raleigh,35.7796,-78.6382,5.48,73.7,1.9,3,0,0,303,9.21
30/10/2020,Raleigh,35.7796,-78.6382,21.13,50.7,3.6,4,0,0,304,10.59
31/10/2020,Raleigh,35.7796,-78.6382,17.45,39.3,9.7,5,0,1,305,14.33
01/11/2020,Raleigh,35.7796,-78.6382,21.8,87.9,7.9,6,0,1,306,8.49
02/11/2020,Raleigh,35.7796,-78.6382,14.2,82.5,6.5,0,0,0,307,9.53
03/11/2020,Raleigh,35.7796,-78.6382,3.91,44.4,3.6,1,0,0,308,7.91
04/11/2020,Raleigh,35.7796,-78.6382,15.87,82.1,6.6,2,0,0,309,6.8
05/11/2020,Raleigh,35.7796,-78.6382,7.37,47.3,1.4,3,0,0,310,13.7
06/11/2020,Raleigh,35.7796,-78.6382,16.16,51.7,5.5,4,0,0,311,6.38
07/11/2020,Raleigh,35.7796,-78.6382,5.53,41,3.9,5,0,1,312,6.79
08/11/2020,Raleigh,35.7796,-78.6382,14.72,33,9.2,6,0,1,313,8.89
09/11/2020,Raleigh,35.7796,-78.6382,18.54,38,6.6,0,0,0,314,5.9
10/11/2020,Raleigh,35.7796,-78.6382,6.96,82.6,8.4,1,0,0,315,6.49
11/11/2020,Raleigh,35.7796,-78.6382,8.82,50.1,7.4,2,0,0,316,10.87
12/11/2020,Raleigh,35.7796,-78.6382,17.09,80.9,6.2,3,0,0,317,13.17
13/11/2020,Raleigh,35.7796,-78.6382,14.55,36.8,5,4,0,0,318,14.67
14/11/2020,Raleigh,35.7796,-78.6382,12.89,81.6,7.4,5,0,1,319,10.17
15/11/2020,Raleigh,35.7796,-78.6382,2.87,72.6,5.8,6,0,1,320,13.3
16/11/2020,Raleigh,35.7796,-78.6382,13.24,74.6,2.2,0,0,0,321,7.85
17/11/2020,Raleigh,35.7796,-78.6382,6.47,50.8,5.2,1,0,0,322,6.62
18/11/2020,Raleigh,35.7796,-78.6382,17.79,34.1,1.3,2,0,0,323,10.42
19/11/2020,Raleigh,35.7796,-78.6382,6.67,89.2,5.8,3,0,0,324,14.08
20/11/2020,Raleigh,35.7796,-78.6382,2.56,38.7,5.6,4,0,0,325,12.82
21/11/2020,Raleigh,35.7796,-78.6382,20.82,89.2,6.4,5,0,1,326,13.46
22/11/2020,Raleigh,35.7796,-78.6382,7.22,47.9,9,6,0,1,327,5.47
23/11/2020,Raleigh,35.7796,-78.6382,5.79,69.4,6,0,0,0,328,11.78
24/11/2020,Raleigh,35.7796,-78.6382,4.82,30.1,8.4,1,0,0,329,12.13
25/11/2020,Raleigh,35.7796,-78.6382,15.22,35.5,2.3,2,0,0,330,5.17
26/11/2020,Raleigh,35.7796,-78.6382,20.59,58,6.3,3,0,0,331,10.2
27/11/2020,Raleigh,35.7796,-78.6382,13.45,72.5,3.2,4,0,0,332,7.17
28/11/2020,Raleigh,35.7796,-78.6382,13.58,56.5,3.1,5,0,1,333,8.28
29/11/2020,Raleigh,35.7796,-78.6382,9.97,34.7,0.7,6,0,1,334,12.25
30/11/2020,Raleigh,35.7796,-78.6382,3.69,79.6,7.3,0,0,0,335,12.96
01/12/2020,Raleigh,35.7796,-78.6382,6.47,51,9.7,1,0,0,336,9.54
02/12/2020,Raleigh,35.7796,-78.6382,10.01,64.6,3.6,2,0,0,337,7.93
03/12/2020,Raleigh,35.7796,-78.6382,18.95,56.7,9.5,3,0,0,338,14.5
04/12/2020,Raleigh,35.7796,-78.6382,9.61,70.4,4.1,4,0,0,339,13.87
05/12/2020,Raleigh,35.7796,-78.6382,13.58,59,1,5,0,1,340,6.11
06/12/2020,Raleigh,35.7796,-78.6382,10.93,77.1,6.3,6,0,1,341,14.48
07/12/2020,Raleigh,35.7796,-78.6382,10.16,51.3,9,0,0,0,342,6.57
08/12/2020,Raleigh,35.7796,-78.6382,9.47,65.7,3.7,1,0,0,343,14.5
09/12/2020,Raleigh,35.7796,-78.6382,20.94,60.8,2.4,2,0,0,344,12.66
10/12/2020,Raleigh,35.7796,-78.6382,13.22,55.2,6.8,3,0,0,345,11.37
11/12/2020,Raleigh,35.7796,-78.6382,7.72,67.2,8.4,4,0,0,346,8.76
12/12/2020,Raleigh,35.7796,-78.6382,18.38,69.1,7.8,5,0,1,347,10.76
13/12/2020,Raleigh,35.7796,-78.6382,13.57,70.4,5.6,6,0,1,348,13.88
14/12/2020,Raleigh,35.7796,-78.6382,23.49,70.4,3.9,0,0,0,349,13.83
15/12/2020,Raleigh,35.7796,-78.6382,5.68,54.7,3.7,1,0,0,350,7.39
16/12/2020,Raleigh,35.7796,-78.6382,20.28,36.7,7.1,2,0,0,351,9.58
17/12/2020,Raleigh,35.7796,-78.6382,5.34,77.8,4.2,3,0,0,352,9.07
18/12/2020,Raleigh,35.7796,-78.6382,5.69,88.4,8.5,4,0,0,353,7.84
19/12/2020,Raleigh,35.7796,-78.6382,12.42,66.6,3.8,5,0,1,354,12.91
20/12/2020,Raleigh,35.7796,-78.6382,10.94,52.1,6.1,6,0,1,355,9.12
21/12/2020,Raleigh,35.7796,-78.6382,8.99,63.5,3.8,0,0,0,356,9.98
22/12/2020,Raleigh,35.7796,-78.6382,15.99,81.8,7.4,1,0,0,357,8.06
23/12/2020,Raleigh,35.7796,-78.6382,4.54,74.7,2,2,0,0,358,11.63
24/12/2020,Raleigh,35.7796,-78.6382,19.04,71,4.7,3,0,0,359,9.42
25/12/2020,Raleigh,35.7796,-78.6382,13.02,33.9,2,4,0,0,360,15.78
26/12/2020,Raleigh,35.7796,-78.6382,10.63,53.8,8.3,5,0,1,361,13.21
27/12/2020,Raleigh,35.7796,-78.6382,5.55,37.9,2.5,6,0,1,362,11.08
28/12/2020,Raleigh,35.7796,-78.6382,5.5,57.8,4,0,0,0,363,6.55
29/12/2020,Raleigh,35.7796,-78.6382,15.53,56.3,2.8,1,0,0,364,6.3
30/12/2020,Raleigh,35.7796,-78.6382,4.76,46.7,1.2,2,0,0,365,8.39
31/12/2020,Raleigh,35.7796,-78.6382,15.86,34.1,0.5,3,0,0,366,14.04
01/01/2021,Raleigh,35.7796,-78.6382,8.38,75.1,5.3,4,0,0,1,11.55
02/01/2021,Raleigh,35.7796,-78.6382,23.59,67.1,3.8,5,0,1,2,12.71
03/01/2021,Raleigh,35.7796,-78.6382,13.81,52.8,3.5,6,0,1,3,15.45
04/01/2021,Raleigh,35.7796,-78.6382,11.49,39.3,9.8,0,0,0,4,10.13
